# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# H1 = the champion's OWN ranking objective regrouped from CELL to (asset, DAY), labels = within-day certificate grades.  The rule that wins compares within DAY while the champion is trained within CELL — mismatched by exactly one level of the hierarchy.
# H2 = S_XGB_DAYZ, the folded score standardised causally against the DAY'S OWN PAST arrivals (expanding mean/sd, warmup 10).  TAUZ is the absolute-threshold level rule that a z-score makes possible without any training-block reference.
# ORACLE_DAYRANK is the HINDSIGHT ceiling probe: the true within-day certificate rank.  It separates 'the rule needs the day-RANK' from 'the rule needs the dollar LEVEL'.
# H1_DAYRANK is fitted HERE and therefore predicted over tr | ev, so it carries TRAINING-BLOCK COVERAGE and can run the LEVEL families that the deployed column structurally cannot.
# NOT_RUN rows are policies that could not execute because an input was absent.  They are never $0.00, and they are excluded from both the selection and the search-adjusted null.
mode	era	score_column	family	policy	status	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	not_run_reason
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	2.98	13.82	-38.27	44.24	110.6	106.8	459	0.246	-49.04	2675.0	0.0011	
inner	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1403.95	0.0	1302.51	1505.38	1259.0	459.0	459	0.03	-31.32	2675.0	0.5248	
inner	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1350.81	0.0	1248.56	1453.07	1183.0	458.0	459	0.031	-21.23	2675.0	0.505	
inner	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1328.72	0.0	1221.33	1436.11	1137.0	456.0	459	0.032	-44.74	2675.0	0.4967	
inner	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1316.59	0.0	1208.91	1424.27	1083.0	455.0	459	0.032	-43.46	2675.0	0.4922	
inner	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1522.21	0.0	1407.03	1637.4	1277.0	459.0	459	0.034	30.48	2675.0	0.5691	
inner	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	1757.06	0.0	1647.94	1866.17	1251.0	459.0	459	0.031	34.01	2675.0	0.6568	
inner	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	1632.05	0.0	1531.26	1732.85	955.0	449.0	459	0.034	35.71	2675.0	0.6101	
inner	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1443.16	0.0	1357.86	1528.47	684.0	459.0	459	0.04	-101.27	2675.0	0.5395	
inner	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1377.94	0.0	1283.73	1472.14	688.0	459.0	459	0.04	-25.23	2675.0	0.5151	
inner	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1526.74	0.0	1432.82	1620.66	728.0	459.0	459	0.037	-71.36	2675.0	0.5707	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1250.76	0.0	1145.36	1356.16	1055.0	457.0	459	0.031	-2.22	2675.0	0.4676	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1253.29	0.0	1143.66	1362.91	977.0	453.0	459	0.032	-29.18	2675.0	0.4685	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1136.08	0.0	1038.02	1234.14	869.0	442.0	459	0.038	-79.07	2675.0	0.4247	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	882.9	0.0	813.04	952.76	657.0	401.0	459	0.041	17.12	2675.0	0.3301	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	393.37	0.0	337.16	449.57	319.0	259.0	459	0.086	-54.59	2675.0	0.1471	
inner	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	150.42	0.0	121.5	179.35	131.0	123.0	459	0.121	-19.78	2675.0	0.0562	
inner	E6	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	1762.63	0.0	1660.39	1864.86	1337.0	459.0	459	0.028	-45.92	2675.0	0.6589	
inner	E6	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1358.28	0.0	1279.82	1436.73	440.0	440.0	459	0.044	9.22	2675.0	0.5078	
inner	E6	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	1778.3	0.0	1672.85	1883.74	1336.0	459.0	459	0.031	-42.94	2675.0	0.6648	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	1992.76	0.0	1888.75	2096.76	1295.0	459.0	459	0.028	54.27	2675.0	0.745	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	1948.96	0.0	1853.26	2044.66	1098.0	459.0	459	0.028	-63.41	2675.0	0.7286	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	1780.73	0.0	1691.9	1869.56	825.0	459.0	459	0.031	-46.82	2675.0	0.6657	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	1651.72	0.0	1569.15	1734.28	675.0	457.0	459	0.034	-12.4	2675.0	0.6175	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	1538.94	0.0	1460.84	1617.03	573.0	452.0	459	0.037	-64.24	2675.0	0.5753	
inner	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1436.2	0.0	1358.24	1514.15	496.0	447.0	459	0.041	-15.72	2675.0	0.5369	
inner	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							459			2675.0		seats_daysofar: 182367 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							459			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (677395 rows), so the quantile reference cannot be built.  T
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							459			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (677395 rows), so tau cannot be set.  This is the defect that hid 
inner	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	59.44	55.57	-41.33	160.22	1022.0	533.8	534	0.06	-48.19	3360.0	0.0177	
inner	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	45.53	58.7	-55.72	146.77	968.2	532.4	534	0.062	-34.65	3360.0	0.0135	
inner	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	45.01	52.77	-58.39	148.41	921.8	528.2	534	0.067	-94.27	3360.0	0.0134	
inner	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	37.73	44.45	-63.11	138.56	852.0	522.2	534	0.071	-77.63	3360.0	0.0112	
inner	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-22.1	21.5	-122.17	77.97	1036.0	534.0	534	0.063	-15.89	3360.0	-0.0066	
inner	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	3.93	41.16	-96.77	104.63	1028.2	534.0	534	0.06	-77.19	3360.0	0.0012	
inner	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	78.06	117.43	-29.47	185.58	936.4	533.8	534	0.064	-86.35	3360.0	0.0232	
inner	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	-42.17	20.79	-110.47	26.12	459.0	415.2	534	0.155	-71.98	3360.0	-0.0126	
inner	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	-42.2	13.93	-121.12	36.73	595.2	502.4	534	0.131	-39.97	3360.0	-0.0126	
inner	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	-83.69	24.42	-161.87	-5.51	617.4	512.0	534	0.106	-60.52	3360.0	-0.0249	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	35.37	54.23	-63.78	134.52	830.6	520.6	534	0.076	-35.71	3360.0	0.0105	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	19.66	54.42	-77.62	116.94	779.6	509.4	534	0.082	-65.78	3360.0	0.0059	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	36.87	22.85	-56.88	130.61	717.8	488.8	534	0.093	-62.45	3360.0	0.011	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	-4.13	11.33	-79.84	71.58	573.8	431.8	534	0.115	-104.01	3360.0	-0.0012	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	-16.15	17.15	-62.58	30.28	274.0	243.0	534	0.215	-52.27	3360.0	-0.0048	
inner	E7	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	-14.95	5.77	-31.8	1.9	100.8	97.4	534	0.392	-18.42	3360.0	-0.0045	
inner	E7	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	23.94	72.41	-59.75	107.63	411.2	363.0	534	0.128	-49.83	3360.0	0.0071	
inner	E7	H1_DAYRANK	TAUZ	TAUZ_1	ran	-12.45	2.7	-43.19	18.29	59.4	57.0	534	0.566	-13.64	3360.0	-0.0037	
inner	E7	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	-1.42	1.32	-3.82	0.97	0.8	0.8	534		-2.41	3360.0	-0.0004	
inner	E7	H1_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-61.93	13.44	-157.68	33.82	1009.4	534.0	534	0.062	-51.37	3360.0	-0.0184	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	-37.81	26.4	-136.6	60.98	978.2	533.8	534	0.066	-47.48	3360.0	-0.0113	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	73.31	44.0	-37.89	184.51	945.6	533.6	534	0.066	-69.86	3360.0	0.0218	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	77.47	82.22	-34.68	189.61	761.0	525.2	534	0.077	-71.86	3360.0	0.0231	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	32.3	67.26	-60.63	125.23	498.2	424.4	534	0.103	-77.22	3360.0	0.0096	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	-44.12	26.86	-107.99	19.74	289.2	266.8	534	0.143	-54.65	3360.0	-0.0131	
inner	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	-34.77	16.13	-83.46	13.93	151.2	143.2	534	0.272	-47.28	3360.0	-0.0103	
inner	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1429.45	0.0	1298.65	1560.25	1399.0	534.0	534	0.035	3.02	3360.0	0.4254	
inner	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1417.56	0.0	1295.26	1539.85	1340.0	533.0	534	0.03	-89.69	3360.0	0.4219	
inner	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1369.12	0.0	1253.43	1484.8	1271.0	532.0	534	0.031	-35.69	3360.0	0.4075	
inner	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1351.95	0.0	1236.15	1467.76	1205.0	530.0	534	0.032	-52.3	3360.0	0.4024	
inner	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1619.62	0.0	1475.9	1763.35	1423.0	534.0	534	0.033	-91.17	3360.0	0.482	
inner	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	1972.2	0.0	1835.1	2109.3	1415.0	534.0	534	0.028	116.84	3360.0	0.587	
inner	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	1893.77	0.0	1755.87	2031.68	1115.0	527.0	534	0.035	-30.77	3360.0	0.5636	
inner	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1701.17	0.0	1581.85	1820.49	800.0	533.0	534	0.037	-124.72	3360.0	0.5063	
inner	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1651.47	0.0	1532.03	1770.9	807.0	534.0	534	0.037	-52.27	3360.0	0.4915	
inner	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1837.18	0.0	1719.71	1954.66	864.0	534.0	534	0.034	-97.05	3360.0	0.5468	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1353.57	0.0	1241.75	1465.38	1194.0	530.0	534	0.03	-9.84	3360.0	0.4028	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1379.96	0.0	1258.17	1501.76	1110.0	522.0	534	0.036	-6.51	3360.0	0.4107	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1319.34	0.0	1201.27	1437.42	1008.0	508.0	534	0.042	-56.1	3360.0	0.3927	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	1060.82	0.0	950.17	1171.47	768.0	460.0	534	0.049	-56.34	3360.0	0.3157	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	454.72	0.0	385.35	524.09	355.0	282.0	534	0.098	-47.49	3360.0	0.1353	
inner	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	155.35	0.0	124.27	186.43	141.0	130.0	534	0.118	-47.06	3360.0	0.0462	
inner	E7	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	2065.15	0.0	1926.47	2203.82	1525.0	534.0	534	0.027	-86.73	3360.0	0.6146	
inner	E7	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1661.89	0.0	1553.8	1769.98	515.0	515.0	534	0.043	-29.21	3360.0	0.4946	
inner	E7	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	2065.86	0.0	1927.25	2204.47	1525.0	534.0	534	0.027	-48.3	3360.0	0.6148	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	2441.08	0.0	2291.22	2590.94	1493.0	534.0	534	0.028	-122.91	3360.0	0.7265	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	2401.52	0.0	2252.79	2550.25	1259.0	534.0	534	0.028	-77.58	3360.0	0.7147	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	2221.88	0.0	2081.71	2362.06	984.0	534.0	534	0.03	-72.01	3360.0	0.6613	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	2030.56	0.0	1898.68	2162.44	794.0	533.0	534	0.033	-134.02	3360.0	0.6043	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	1887.99	0.0	1769.68	2006.3	679.0	531.0	534	0.036	-76.81	3360.0	0.5619	
inner	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1762.87	0.0	1649.86	1875.88	583.0	523.0	534	0.04	21.74	3360.0	0.5247	
inner	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							534			3360.0		seats_daysofar: 220536 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							534			3360.0		seats_daysofar: 220536 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E7	S_XGB	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							534			3360.0		seats_daysofar: 220536 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E7	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							534			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (802342 rows), so the quantile reference cannot be built.  T
inner	E7	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							534			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (802342 rows), so the quantile reference cannot be built.  T
inner	E7	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							534			3360.0		seats_occupancy: the TRAINING BLOCK carries no finite score (802342 rows), so the quantile reference cannot be built.  T
inner	E7	S_XGB	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
inner	E7	S_XGB	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	534		0.0	3360.0	0.0	
